sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
die polizisten sind klein und ist jung,-37.717041015625,-35.3214225769043,-35.506072998046875,-39.682350158691406,-40.027183532714844,-37.784488677978516,-36.86354064941406,-46.88341522216797,-41.724246978759766,-38.89512634277344,-40.273067474365234,-38.11506271362305,-26.73245620727539,-32.83195114135742,-33.68781280517578,-35.523597717285156,-32.12367630004883,-34.581722259521484
die piloten sind klein und schwimmen,-33.655921936035156,-31.967649459838867,-29.60973358154297,-29.469970703125,-28.590152740478516,-30.81641387939453,-32.978736877441406,-33.34973907470703,-35.40952682495117,-30.9205322265625,-27.71390724182129,-30.57282829284668,-36.19566345214844,-35.86804962158203,-33.48237609863281,-23.983577728271484,-22.85906410217285,-28.095802307128906
die piloten sind klein und schwimmt,-37.24734115600586,-33.94557189941406,-31.950729370117188,-30.831615447998047,-33.397037506103516,-33.81161117553711,-36.41255187988281,-37.49286651611328,-38.821712493896484,-31.70443344116211,-34.571311950683594,-33.618011474609375,-35.52090072631836,-34.57044982910156,-36.399879455566406,-29.51766014099121,-27.011131286621094,-32.22865295410156
die piloten sind klein und lachen,-32.78842544555664,-31.029409408569336,-29.614341735839844,-35.774192810058594,-36.59553527832031,-33.898616790771484,-31.28076934814453,-31.129365921020508,-34.78519821166992,-39.4827995300293,-36.59111022949219,-33.55009841918945,-29.481346130371094,-34.92384338378906,-29.30535888671875,-29.27410125732422,-26.259929656982422,-33.66571807861328
die piloten sind klein und lacht,-35.25537872314453,-32.818572998046875,-30.923900604248047,-38.79081726074219,-37.37959671020508,-38.46866989135742,-33.05689239501953,-33.81241989135742,-34.21126937866211,-41.7626838684082,-38.00276184082031,-38.52845764160156,-30.813983917236328,-32.2519645690918,-31.486495971679688,-28.853988647460938,-27.329116821289062,-31.82410430908203
die piloten sind klein und sprechen,-35.072608947753906,-31.373310089111328,-33.826839447021484,-36.46516418457031,-35.197547912597656,-33.870426177978516,-32.546966552734375,-32.21146011352539,-38.86044692993164,-39.4464225769043,-36.01104736328125,-34.5258674621582,-34.914825439453125,-32.50800704956055,-34.61760711669922,-27.34854507446289,-24.224489212036133,-28.21484375
die piloten sind klein und spricht,-37.06280517578125,-33.43146896362305,-33.08477020263672,-35.4521484375,-35.221981048583984,-35.72014617919922,-34.90441131591797,-36.00969696044922,-37.151607513427734,-38.47938537597656,-36.45810317993164,-35.89685821533203,-34.94738006591797,-33.97352981567383,-37.52952194213867,-30.520740509033203,-27.469308853149414,-31.73668098449707
die piloten sind klein und sind klein,-30.879802703857422,-28.50731658935547,-27.37200355529785,-36.93824005126953,-34.89581298828125,-34.324180603027344,-27.963176727294922,-29.534337997436523,-32.032466888427734,-38.248512268066406,-35.35762023925781,-34.75090789794922,-20.42578125,-21.341350555419922,-20.923629760742188,-25.844173431396484,-19.32209014892578,-26.344331741333008
die piloten sind klein und ist klein,-31.98819351196289,-31.061725616455078,-27.485437393188477,-39.40345001220703,-39.59819412231445,-38.54358673095703,-29.387088775634766,-32.7083740234375,-31.288440704345703,-41.607662200927734,-40.8243293762207,-37.684913635253906,-23.005937576293945,-23.944133758544922,-27.25849151611328,-27.479461669921875,-20.689897537231445,-30.11016845703125
die piloten sind klein und sind groß,-31.935291290283203,-30.30427360534668,-30.947772979736328,-36.051849365234375,-34.43634796142578,-35.35877227783203,-29.600616455078125,-31.468122482299805,-35.269691467285156,-37.43806457519531,-34.7034912109375,-35.80466079711914,-23.92810821533203,-25.568973541259766,-25.004127502441406,-26.733991622924805,-20.37152862548828,-27.667171478271484
die piloten sind klein und ist groß,-32.15617370605469,-31.38317108154297,-30.065074920654297,-38.65043258666992,-39.373992919921875,-38.887794494628906,-30.8299560546875,-32.499542236328125,-34.15054702758789,-41.0718994140625,-40.001075744628906,-37.74314880371094,-25.011842727661133,-27.64313507080078,-28.041744232177734,-29.233657836914062,-21.301637649536133,-30.65697479248047
die piloten sind klein und sind alt,-37.67266845703125,-33.90440368652344,-33.66339111328125,-38.97269058227539,-38.6166877746582,-38.957664489746094,-33.86301803588867,-34.91325759887695,-40.22807693481445,-39.996421813964844,-39.45336151123047,-39.232177734375,-31.71446990966797,-34.8138542175293,-33.21581268310547,-27.03412437438965,-21.01712417602539,-27.699462890625
die piloten sind klein und ist alt,-37.71329879760742,-34.28260040283203,-32.67961502075195,-41.75581359863281,-42.871009826660156,-42.95612716674805,-34.098758697509766,-35.249786376953125,-38.13874435424805,-43.43742752075195,-44.3995246887207,-41.59917068481445,-31.793535232543945,-36.72357177734375,-35.1138916015625,-28.55729103088379,-22.433326721191406,-31.7686710357666
die piloten sind klein und sind jung,-38.90790939331055,-34.86609649658203,-34.23052215576172,-37.86354064941406,-37.9210205078125,-37.84151840209961,-33.9285774230957,-37.587554931640625,-40.22404861450195,-38.88462829589844,-38.70635223388672,-38.190250396728516,-32.01746368408203,-32.32818603515625,-33.36353302001953,-30.289165496826172,-24.714550018310547,-28.047286987304688
die piloten sind klein und ist jung,-39.51897048950195,-37.031982421875,-33.640464782714844,-40.781490325927734,-42.85186767578125,-42.50674057006836,-34.87229919433594,-39.40350341796875,-39.09738540649414,-42.30808639526367,-44.084346771240234,-41.44333267211914,-34.66404724121094,-36.95684051513672,-36.931663513183594,-33.24479675292969,-26.433530807495117,-32.19819259643555
die berater sind klein und schwimmen,-49.717254638671875,-49.79341125488281,-49.781497955322266,-36.357940673828125,-34.352195739746094,-32.57329177856445,-53.33736801147461,-58.981346130371094,-53.09987258911133,-38.28679656982422,-35.094947814941406,-35.15050506591797,-48.687835693359375,-47.9407958984375,-44.05679702758789,-28.841739654541016,-29.371658325195312,-27.878896713256836
die berater sind klein und schwimmt,-53.94447326660156,-52.10601043701172,-52.54173278808594,-38.740413665771484,-37.4963493347168,-35.48533248901367,-58.403778076171875,-62.815673828125,-58.972984313964844,-39.8551139831543,-39.290672302246094,-39.717506408691406,-51.37980651855469,-48.33146667480469,-45.821109771728516,-34.36724853515625,-33.755577087402344,-32.946109771728516
die berater sind klein und lachen,-49.53773498535156,-49.1392822265625,-50.552528381347656,-42.02253341674805,-40.626136779785156,-36.079429626464844,-53.10028839111328,-57.94293212890625,-52.51283264160156,-45.377220153808594,-42.389625549316406,-39.49567413330078,-42.196739196777344,-43.86095428466797,-38.98184585571289,-33.72323226928711,-32.760433197021484,-32.604637145996094
die berater sind klein und lacht,-50.792930603027344,-49.122650146484375,-52.976192474365234,-45.42365264892578,-42.70819854736328,-40.58378601074219,-53.60835647583008,-57.794708251953125,-55.048526763916016,-47.61227035522461,-44.53514099121094,-43.35402297973633,-49.5250358581543,-43.0720329284668,-44.60297775268555,-33.56804656982422,-33.828460693359375,-31.441532135009766
die berater sind klein und sprechen,-51.477699279785156,-49.867897033691406,-54.24362564086914,-42.73017120361328,-39.179534912109375,-34.87537384033203,-53.00627517700195,-60.252708435058594,-55.202606201171875,-45.823455810546875,-40.8685302734375,-38.52526092529297,-44.696109771728516,-40.25216293334961,-39.693992614746094,-30.126834869384766,-28.07225799560547,-28.02373504638672
die berater sind klein und spricht,-53.178863525390625,-51.08755111694336,-52.9004020690918,-43.11703872680664,-39.12726593017578,-35.88130569458008,-55.023719787597656,-61.695335388183594,-55.232147216796875,-46.344024658203125,-41.345298767089844,-39.71757888793945,-48.418601989746094,-44.85676574707031,-43.257232666015625,-34.92500305175781,-34.42261505126953,-32.38072204589844
die berater sind klein und sind klein,-47.090057373046875,-44.545372009277344,-47.24784851074219,-45.406158447265625,-41.110015869140625,-37.34776306152344,-48.531219482421875,-51.95655059814453,-48.933109283447266,-47.02707290649414,-43.013946533203125,-41.992820739746094,-34.232364654541016,-31.689373016357422,-28.852386474609375,-28.57071304321289,-24.721092224121094,-25.867511749267578
die berater sind klein und ist klein,-46.824615478515625,-46.538116455078125,-47.19923400878906,-47.34577178955078,-45.25890350341797,-40.01438903808594,-49.31452941894531,-53.7904052734375,-50.16383743286133,-49.89388656616211,-47.993980407714844,-44.71193313598633,-39.34226608276367,-34.606834411621094,-35.85369110107422,-30.08868980407715,-26.243892669677734,-29.761131286621094
die berater sind klein und sind groß,-48.968894958496094,-47.2459602355957,-51.488067626953125,-44.251190185546875,-40.36981201171875,-38.408809661865234,-51.64399719238281,-53.68417739868164,-52.11387252807617,-45.94856262207031,-41.32910919189453,-42.73447036743164,-38.67182540893555,-35.77366638183594,-33.47832489013672,-29.66337776184082,-25.01053237915039,-27.020729064941406
die berater sind klein und ist groß,-48.07048034667969,-47.82731628417969,-50.375328063964844,-46.32593536376953,-44.39822769165039,-40.51439666748047,-51.689422607421875,-52.96759796142578,-51.9568977355957,-49.1515007019043,-45.85991668701172,-44.89384460449219,-42.27753448486328,-38.77422332763672,-37.213226318359375,-32.296993255615234,-26.425674438476562,-30.349754333496094
die berater sind klein und sind alt,-53.242645263671875,-50.81977081298828,-54.3262939453125,-45.276084899902344,-43.11054992675781,-40.73191833496094,-54.02424621582031,-57.55393600463867,-56.651309967041016,-47.12001037597656,-44.931209564208984,-44.323055267333984,-43.138179779052734,-43.422664642333984,-41.748207092285156,-29.687931060791016,-25.14385223388672,-26.859424591064453
die berater sind klein und ist alt,-52.063079833984375,-50.19330596923828,-52.450408935546875,-47.94755554199219,-46.43696212768555,-42.618873596191406,-53.19000244140625,-55.707611083984375,-55.13571548461914,-50.212520599365234,-48.63166809082031,-46.216434478759766,-45.083988189697266,-46.34735107421875,-44.227455139160156,-31.333980560302734,-27.156169891357422,-30.861473083496094
die berater sind klein und sind jung,-53.33897399902344,-50.303768157958984,-54.89769744873047,-45.05780792236328,-43.3488655090332,-40.389366149902344,-51.67975616455078,-57.784217834472656,-56.83542251586914,-46.1773681640625,-45.0832633972168,-44.30287551879883,-42.499656677246094,-42.00332260131836,-41.67308807373047,-33.60565185546875,-29.125652313232422,-27.43231773376465
die berater sind klein und ist jung,-52.90380096435547,-51.57860565185547,-53.496246337890625,-47.575584411621094,-47.30305862426758,-43.166664123535156,-52.34465789794922,-59.24237823486328,-55.93148422241211,-49.22458267211914,-49.67003631591797,-46.95295333862305,-45.7255973815918,-47.175079345703125,-44.628902435302734,-36.625572204589844,-31.551544189453125,-31.63226890563965
die schriftsteller sind groß und schwimmen,-38.68049240112305,-37.113685607910156,-36.95051574707031,-33.54469299316406,-34.58208465576172,-36.01193618774414,-42.3028564453125,-37.29348373413086,-36.004634857177734,-36.31705093383789,-34.22964096069336,-36.106483459472656,-46.474246978759766,-46.056819915771484,-45.21220397949219,-32.674198150634766,-30.10749626159668,-34.632179260253906
die schriftsteller sind groß und schwimmt,-42.18486404418945,-40.52496337890625,-39.767555236816406,-35.743743896484375,-36.50057601928711,-39.22032165527344,-47.26411056518555,-41.020992279052734,-40.337852478027344,-37.48933792114258,-37.54213333129883,-39.9127197265625,-47.566314697265625,-48.092491149902344,-47.631893157958984,-36.53451919555664,-35.398834228515625,-39.7662467956543
die schriftsteller sind groß und lachen,-38.57271194458008,-36.02813720703125,-35.6456184387207,-40.10064697265625,-39.270320892333984,-39.040016174316406,-44.50138473510742,-32.54201126098633,-34.18813705444336,-43.3404541015625,-41.05491638183594,-41.94215393066406,-42.62639236450195,-41.84803771972656,-41.20073699951172,-38.13556671142578,-33.26162338256836,-39.04265213012695
die schriftsteller sind groß und lacht,-39.827613830566406,-39.03973388671875,-37.8150634765625,-43.783668518066406,-44.030277252197266,-43.597171783447266,-44.9587516784668,-37.772735595703125,-36.11711883544922,-46.344200134277344,-45.81769561767578,-45.50763702392578,-46.49742889404297,-46.56316375732422,-45.5152473449707,-37.586570739746094,-34.70722198486328,-37.94599533081055
die schriftsteller sind groß und sprechen,-39.417938232421875,-36.76667404174805,-39.75567626953125,-35.243675231933594,-35.09455490112305,-32.88832473754883,-42.58877944946289,-33.889198303222656,-37.4425163269043,-36.12997055053711,-35.910526275634766,-35.012298583984375,-42.675506591796875,-40.87806701660156,-41.85722351074219,-27.310321807861328,-23.586467742919922,-27.422021865844727
die schriftsteller sind groß und spricht,-41.87678909301758,-38.23325729370117,-38.32674026489258,-38.07609558105469,-37.2886962890625,-36.94523239135742,-46.48512268066406,-36.00570297241211,-38.01342010498047,-40.039127349853516,-38.32303237915039,-39.94445037841797,-46.608882904052734,-41.04119873046875,-41.610721588134766,-33.0302734375,-30.7259521484375,-33.55268478393555
die schriftsteller sind groß und sind klein,-38.5468635559082,-34.159759521484375,-34.58367156982422,-40.007240295410156,-39.89322280883789,-38.535743713378906,-40.15790939331055,-34.41267395019531,-33.90510940551758,-40.97348403930664,-40.71326446533203,-42.02275848388672,-35.96485900878906,-36.01579284667969,-33.92826843261719,-30.230487823486328,-25.397106170654297,-31.597623825073242
die schriftsteller sind groß und ist klein,-37.09406661987305,-36.69984436035156,-34.502864837646484,-43.2111701965332,-44.00711441040039,-42.5450325012207,-39.12858963012695,-36.954917907714844,-33.661312103271484,-45.101783752441406,-45.701324462890625,-45.59281921386719,-40.53187942504883,-38.702945709228516,-39.23902130126953,-31.411020278930664,-26.348485946655273,-34.13045883178711
die schriftsteller sind groß und sind groß,-37.90757751464844,-34.200592041015625,-34.6107177734375,-38.81816101074219,-40.36112594604492,-39.36438751220703,-40.267608642578125,-33.158103942871094,-32.615787506103516,-39.614871978759766,-40.649112701416016,-43.372840881347656,-30.080753326416016,-29.920434951782227,-31.63314437866211,-30.691083908081055,-24.694435119628906,-32.13914108276367
die schriftsteller sind groß und ist groß,-36.2913818359375,-35.912513732910156,-33.699981689453125,-42.18849182128906,-44.55795669555664,-42.950740814208984,-39.933349609375,-35.53220748901367,-32.96554183959961,-44.669097900390625,-45.5347785949707,-45.75244140625,-33.650394439697266,-33.347328186035156,-35.20408630371094,-33.05561065673828,-26.06769561767578,-34.1065559387207
die schriftsteller sind groß und sind alt,-41.92755889892578,-38.0726203918457,-39.02450942993164,-39.53290557861328,-41.76982498168945,-41.383358001708984,-43.451873779296875,-36.132938385009766,-39.93846893310547,-40.90639877319336,-42.95237350463867,-44.52705383300781,-40.13168716430664,-41.78379821777344,-41.638671875,-29.80096435546875,-25.013883590698242,-30.147016525268555
die schriftsteller sind groß und ist alt,-39.95565414428711,-38.9888916015625,-37.93181610107422,-43.544960021972656,-45.16298294067383,-44.109779357910156,-42.65036392211914,-37.74927520751953,-38.779422760009766,-45.895347595214844,-46.91426086425781,-46.25740051269531,-42.997901916503906,-44.59210205078125,-43.835350036621094,-30.445343017578125,-26.353313446044922,-32.70208740234375
