sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
l' architecte sont grands,-52.15618133544922,-51.4184684753418,-48.40804672241211,-40.97319793701172,-36.83849334716797,-38.56992721557617,-56.901771545410156,-62.42653274536133,-46.562461853027344,-45.1378173828125,-36.67431640625,-38.723873138427734,-36.433006286621094,-32.07838439941406,-30.373674392700195,-63.336402893066406,-58.41542053222656,-53.836387634277344
l' architecte déménage,-48.8513298034668,-51.312381744384766,-45.047420501708984,-59.44285202026367,-66.2303466796875,-58.573204040527344,-52.774253845214844,-65.43701934814453,-43.59904861450195,-66.61539459228516,-77.52723693847656,-69.9240951538086,-84.05027770996094,-79.76032257080078,-78.50543212890625,-55.74275588989258,-61.98118209838867,-60.753028869628906
l' architecte déménagent,-51.56991195678711,-55.81066131591797,-50.87051010131836,-65.11042785644531,-75.8762435913086,-62.16604995727539,-53.55347442626953,-64.53958892822266,-50.51228332519531,-65.99061584472656,-88.20800018310547,-83.79310607910156,-82.39859008789062,-85.82378387451172,-83.61724090576172,-64.95561981201172,-66.54896545410156,-69.63145446777344
l' architecte parle,-43.056854248046875,-47.22224426269531,-42.75093078613281,-27.323320388793945,-29.401521682739258,-26.68471908569336,-41.646751403808594,-55.18939208984375,-40.42183303833008,-34.456111907958984,-31.716697692871094,-28.41428565979004,-27.84947395324707,-25.164575576782227,-24.860828399658203,-52.378173828125,-53.33870315551758,-58.792816162109375
l' architecte parlent,-47.10117721557617,-49.38172149658203,-46.307044982910156,-32.50730895996094,-33.508697509765625,-32.15102005004883,-51.53162384033203,-61.51435852050781,-42.357601165771484,-37.0352783203125,-38.070472717285156,-36.03472900390625,-32.608184814453125,-33.72604751586914,-30.15755271911621,-55.88829803466797,-54.43302917480469,-61.709651947021484
l' architecte retourne,-47.4114875793457,-49.35980987548828,-44.089439392089844,-28.173160552978516,-29.275466918945312,-28.113265991210938,-55.867576599121094,-57.86680603027344,-40.71622848510742,-31.799640655517578,-30.093185424804688,-28.58431625366211,-30.01435661315918,-30.666261672973633,-30.88777732849121,-55.660160064697266,-58.193912506103516,-62.617305755615234
l' architecte retournent,-54.35765075683594,-53.46760177612305,-47.809303283691406,-33.00264358520508,-35.416221618652344,-34.2733154296875,-61.04447937011719,-66.00990295410156,-49.92298126220703,-35.947479248046875,-40.21955871582031,-38.125667572021484,-36.53137969970703,-37.091156005859375,-34.11915969848633,-61.63331985473633,-61.48414611816406,-67.8077621459961
le chef est vieux,-20.097103118896484,-17.761524200439453,-17.42308807373047,-23.532386779785156,-21.751089096069336,-23.0679931640625,-24.944740295410156,-19.016748428344727,-25.03683853149414,-26.255210876464844,-23.505706787109375,-23.56440544128418,-22.234628677368164,-24.841087341308594,-22.677532196044922,-21.276355743408203,-16.758556365966797,-15.414775848388672
le chef sont vieux,-26.115684509277344,-28.08140754699707,-27.802566528320312,-27.777481079101562,-28.85629653930664,-27.209630966186523,-30.137676239013672,-32.04167175292969,-37.2172737121582,-30.50753402709961,-31.790075302124023,-31.10382843017578,-29.082252502441406,-27.685333251953125,-27.050392150878906,-32.42351150512695,-25.5954647064209,-26.063594818115234
le chef est jeune,-20.479721069335938,-18.24738883972168,-19.059972763061523,-20.633018493652344,-21.483753204345703,-22.46881866455078,-24.45681381225586,-22.22303581237793,-24.393705368041992,-25.239933013916016,-21.550811767578125,-23.25418472290039,-18.85696029663086,-19.575075149536133,-19.7603759765625,-19.944602966308594,-17.910310745239258,-19.119930267333984
le chef sont jeunes,-31.99772071838379,-34.55701446533203,-39.509124755859375,-26.226165771484375,-28.402265548706055,-27.92498207092285,-36.914974212646484,-41.52907943725586,-54.213871002197266,-27.609474182128906,-32.88911437988281,-32.95301818847656,-27.134010314941406,-25.210966110229492,-25.788917541503906,-44.808135986328125,-40.443695068359375,-39.08314514160156
le chef est petit,-19.10442352294922,-18.058990478515625,-17.324756622314453,-20.21280288696289,-19.444438934326172,-20.751922607421875,-26.034374237060547,-17.75487518310547,-21.354372024536133,-21.002653121948242,-18.554943084716797,-19.81045150756836,-20.76073455810547,-22.44967269897461,-18.990543365478516,-22.788619995117188,-19.467330932617188,-21.42776870727539
le chef sont petits,-23.478187561035156,-26.1909236907959,-26.06338119506836,-25.366697311401367,-29.174427032470703,-26.387741088867188,-29.320117950439453,-30.77310562133789,-35.09203338623047,-25.091670989990234,-29.42006492614746,-30.120752334594727,-26.512849807739258,-23.467491149902344,-23.569992065429688,-23.35277557373047,-22.780059814453125,-23.572162628173828
le chef est grand,-17.795724868774414,-17.529848098754883,-16.816431045532227,-21.47847557067871,-18.914348602294922,-21.723031997680664,-24.967018127441406,-20.91564178466797,-22.089401245117188,-24.10824203491211,-19.928619384765625,-25.8125057220459,-19.18785858154297,-19.957622528076172,-18.993844985961914,-21.11235809326172,-16.846832275390625,-19.288448333740234
le chef sont grands,-22.368900299072266,-25.195507049560547,-25.981292724609375,-24.588245391845703,-27.004413604736328,-26.370464324951172,-25.528697967529297,-26.531490325927734,-33.415687561035156,-23.855632781982422,-27.95793914794922,-29.043170928955078,-24.39888572692871,-22.105819702148438,-21.979923248291016,-24.953554153442383,-21.216724395751953,-23.151599884033203
le chef déménage,-17.990983963012695,-20.202922821044922,-22.376205444335938,-47.634742736816406,-48.46406555175781,-49.464866638183594,-21.034774780273438,-32.38292694091797,-28.39234733581543,-50.27735900878906,-65.65025329589844,-57.18290710449219,-68.2147216796875,-69.956787109375,-72.1043701171875,-21.082164764404297,-20.681365966796875,-19.007951736450195
le chef déménagent,-24.264324188232422,-29.076602935791016,-30.412336349487305,-53.00477981567383,-55.188716888427734,-51.537052154541016,-30.15131187438965,-31.934608459472656,-34.54618453979492,-49.65987777709961,-71.69451141357422,-68.87908935546875,-66.38507843017578,-74.52050018310547,-75.89767456054688,-27.51567840576172,-26.701242446899414,-33.51915740966797
le chef parle,-16.020925521850586,-17.1878662109375,-18.630794525146484,-16.70573616027832,-17.594125747680664,-18.117265701293945,-18.29401397705078,-24.01398468017578,-23.642520904541016,-19.528892517089844,-18.935558319091797,-18.27621078491211,-19.259838104248047,-20.601972579956055,-22.230165481567383,-23.73784828186035,-18.78830909729004,-23.397632598876953
le chef parlent,-19.068195343017578,-21.90658950805664,-23.036516189575195,-23.289386749267578,-22.759174346923828,-20.055788040161133,-25.569557189941406,-29.128934860229492,-26.751937866210938,-27.132978439331055,-25.62551498413086,-21.302825927734375,-24.664661407470703,-22.334144592285156,-19.129852294921875,-24.893356323242188,-20.558963775634766,-27.007659912109375
le chef retourne,-17.395444869995117,-18.330524444580078,-21.302160263061523,-15.855600357055664,-16.31704330444336,-17.109643936157227,-26.025367736816406,-23.785110473632812,-29.495834350585938,-18.366455078125,-16.83533477783203,-18.918315887451172,-16.635175704956055,-17.296680450439453,-19.043323516845703,-23.717815399169922,-25.17196273803711,-22.755210876464844
le chef retournent,-25.848140716552734,-27.209247589111328,-26.16977310180664,-21.77810287475586,-22.129878997802734,-22.10091781616211,-35.81557846069336,-36.5386962890625,-35.00303649902344,-21.514589309692383,-28.963642120361328,-21.818115234375,-19.455162048339844,-21.64192008972168,-18.835525512695312,-26.144044876098633,-21.29387092590332,-27.430877685546875
le patineur est vieux,-28.83285140991211,-28.105640411376953,-27.70639419555664,-20.15285873413086,-18.886716842651367,-21.140722274780273,-50.12104797363281,-38.24601745605469,-35.419185638427734,-19.37226676940918,-21.82963752746582,-22.27508544921875,-28.016551971435547,-25.155433654785156,-23.299175262451172,-40.089630126953125,-31.258563995361328,-33.695884704589844
le patineur sont vieux,-36.78825378417969,-38.60113525390625,-35.67790985107422,-25.145566940307617,-22.244766235351562,-26.116107940673828,-51.569305419921875,-49.654327392578125,-47.52886199951172,-24.68888282775879,-25.222515106201172,-28.306537628173828,-35.453407287597656,-31.489078521728516,-26.110370635986328,-45.94023895263672,-41.15742492675781,-41.370357513427734
le patineur est jeune,-28.06944465637207,-27.40996551513672,-28.50275421142578,-16.782493591308594,-18.07225227355957,-19.235286712646484,-48.567039489746094,-40.53020477294922,-33.466163635253906,-16.068885803222656,-20.285634994506836,-18.42919158935547,-24.498123168945312,-22.64030647277832,-21.53607940673828,-38.091712951660156,-29.815349578857422,-35.168174743652344
le patineur sont jeunes,-39.32691192626953,-43.653499603271484,-43.98068618774414,-24.56894874572754,-21.795639038085938,-25.535381317138672,-55.733856201171875,-59.016021728515625,-62.78010559082031,-21.88078498840332,-23.72796630859375,-25.0145320892334,-32.66646194458008,-28.368942260742188,-25.583478927612305,-53.88003158569336,-50.232017517089844,-48.302913665771484
le patineur est petit,-27.0544490814209,-28.657655715942383,-26.869997024536133,-16.122783660888672,-16.73666763305664,-18.409603118896484,-44.6348991394043,-40.49144744873047,-33.02468490600586,-16.073909759521484,-19.114482879638672,-18.43417739868164,-24.59232521057129,-21.026247024536133,-20.345741271972656,-39.95580291748047,-28.037731170654297,-31.843008041381836
le patineur sont petits,-33.82323455810547,-35.22587585449219,-33.505348205566406,-22.918540954589844,-21.553237915039062,-24.39151382446289,-47.221107482910156,-45.6597785949707,-44.4113883972168,-20.278900146484375,-20.9428653717041,-24.676376342773438,-29.27526092529297,-24.568771362304688,-20.575523376464844,-37.41605758666992,-34.68336486816406,-31.23666000366211
le patineur est grand,-26.39718246459961,-27.776920318603516,-25.916051864624023,-16.8705997467041,-17.299673080444336,-18.64878273010254,-46.89005661010742,-38.112586975097656,-32.242393493652344,-15.21769905090332,-18.7755126953125,-19.409297943115234,-24.839801788330078,-22.407503128051758,-20.11822509765625,-40.15695571899414,-27.459449768066406,-33.28627395629883
le patineur sont grands,-33.356346130371094,-35.33818054199219,-33.23277282714844,-21.43210220336914,-20.590076446533203,-24.44660186767578,-46.03959655761719,-45.194480895996094,-41.310028076171875,-17.152385711669922,-21.457401275634766,-25.461551666259766,-28.769390106201172,-24.778953552246094,-19.289400100708008,-38.266136169433594,-32.26607894897461,-32.032596588134766
le patineur déménage,-27.6405029296875,-32.256378173828125,-28.010072708129883,-48.64717102050781,-56.22348403930664,-39.06224822998047,-40.26200485229492,-39.35728073120117,-36.35152816772461,-51.90773391723633,-66.1814193725586,-45.59031677246094,-75.78569793701172,-74.49655151367188,-78.36859130859375,-33.549659729003906,-28.83999252319336,-27.50988006591797
le patineur déménagent,-35.69207000732422,-37.91191864013672,-36.888877868652344,-54.749149322509766,-63.803466796875,-43.142860412597656,-44.37255096435547,-48.812408447265625,-41.33333206176758,-54.287757873535156,-74.44061279296875,-60.692474365234375,-73.63868713378906,-78.4480972290039,-82.25138092041016,-42.595947265625,-40.33803176879883,-45.38542556762695
le patineur parle,-26.061580657958984,-27.31975555419922,-27.21961212158203,-14.671453475952148,-15.451873779296875,-15.523564338684082,-40.98616409301758,-36.925086975097656,-31.28403091430664,-13.535964965820312,-15.315362930297852,-14.701396942138672,-26.37738037109375,-25.33438491821289,-23.837501525878906,-36.80023193359375,-27.134307861328125,-31.408462524414062
le patineur parlent,-28.764400482177734,-32.31560134887695,-30.991092681884766,-20.07023048400879,-18.99618911743164,-17.753990173339844,-43.364192962646484,-44.17156982421875,-36.52086639404297,-23.023893356323242,-20.00960922241211,-22.37275505065918,-28.251853942871094,-25.05524444580078,-23.089191436767578,-40.717472076416016,-32.78942108154297,-35.41425323486328
le patineur retourne,-27.863174438476562,-30.03449249267578,-28.20852279663086,-15.266130447387695,-15.25735092163086,-15.538601875305176,-42.49306869506836,-40.053104400634766,-31.525781631469727,-13.93868350982666,-15.10716438293457,-17.96916961669922,-22.9049129486084,-22.92156982421875,-22.624120712280273,-41.737422943115234,-32.90497589111328,-34.88603591918945
le patineur retournent,-34.82826614379883,-36.674461364746094,-31.91986656188965,-20.671573638916016,-18.337587356567383,-20.018035888671875,-45.379180908203125,-50.952911376953125,-42.64495086669922,-20.476837158203125,-21.58269500732422,-23.135713577270508,-28.71786880493164,-27.23920440673828,-24.32111358642578,-40.59251403808594,-35.6019172668457,-40.603580474853516
le parent est vieux,-28.74467658996582,-31.244720458984375,-26.3121280670166,-29.039470672607422,-26.4488525390625,-26.681461334228516,-41.480735778808594,-32.718482971191406,-30.450820922851562,-32.869319915771484,-29.642051696777344,-31.2545166015625,-25.484922409057617,-25.70767593383789,-25.954254150390625,-48.371490478515625,-39.37599182128906,-37.62331008911133
le parent sont vieux,-33.41044616699219,-37.24992370605469,-31.405139923095703,-31.207054138183594,-30.05562973022461,-28.791521072387695,-45.58146286010742,-37.64208221435547,-43.891563415527344,-34.16414260864258,-36.230281829833984,-33.92880630493164,-33.32613754272461,-29.386566162109375,-30.59695816040039,-51.872413635253906,-45.66925811767578,-42.39813232421875
le parent est jeune,-29.5690975189209,-33.9915885925293,-29.223251342773438,-26.544998168945312,-25.852493286132812,-25.225614547729492,-44.29213333129883,-36.76472854614258,-33.8919677734375,-26.994091033935547,-25.496829986572266,-29.46141815185547,-23.962045669555664,-25.72882843017578,-26.314382553100586,-46.693359375,-44.257659912109375,-37.1237907409668
le parent sont jeunes,-37.18736267089844,-45.63670349121094,-43.74583435058594,-30.490388870239258,-30.11741828918457,-29.42447853088379,-57.005287170410156,-47.63154602050781,-60.760406494140625,-30.374794006347656,-35.17864990234375,-33.44337844848633,-32.437774658203125,-30.53341293334961,-30.7695369720459,-57.4603271484375,-55.835350036621094,-45.31007385253906
le parent est petit,-26.590110778808594,-32.18850326538086,-26.09779930114746,-26.681594848632812,-24.55571174621582,-24.00735092163086,-39.192726135253906,-30.69955825805664,-29.00595474243164,-28.252559661865234,-25.890705108642578,-25.686534881591797,-22.094348907470703,-23.7393798828125,-21.86594009399414,-47.724639892578125,-41.91998291015625,-35.87090301513672
le parent sont petits,-29.811805725097656,-33.806915283203125,-29.979143142700195,-29.134130477905273,-29.738727569580078,-27.918394088745117,-43.92251205444336,-33.99178695678711,-40.05851364135742,-29.239532470703125,-30.604095458984375,-31.97696304321289,-29.539722442626953,-28.04440689086914,-25.68232536315918,-42.76519012451172,-42.059593200683594,-31.772037506103516
le parent est grand,-26.55083656311035,-31.573833465576172,-26.288387298583984,-26.41434669494629,-24.542972564697266,-23.911365509033203,-42.29491424560547,-32.54319763183594,-28.739715576171875,-29.50572967529297,-25.9423770904541,-28.77008628845215,-23.476886749267578,-25.288375854492188,-23.507064819335938,-46.2337760925293,-43.03809356689453,-36.54609298706055
le parent sont grands,-29.116790771484375,-33.57441329956055,-29.672880172729492,-27.566898345947266,-28.208581924438477,-27.228282928466797,-40.28389358520508,-31.587282180786133,-39.33130645751953,-26.57815933227539,-30.791982650756836,-32.28208923339844,-30.756637573242188,-28.036724090576172,-25.834728240966797,-44.116615295410156,-44.2751579284668,-33.77131652832031
